Well;Date_;Pump_Type;Rig_Type;Work_Done;Notes
X-8003;30.03.1974;SRP;RP;Work#9;
X-3835;30.03.1974;SRP;RP;Work#10;
X-955;29.03.1974;SRP;RP;Work#4;
X-5065;30.03.1974;SRP;RP;Work#2;
X-396;30.03.1974;SRP;RP;Work#2;
X-8237;6.04.1974;PCP;RP;Work#2;
X-6421;3.04.1974;SRP;ID;Work#2;
X-7221;28.03.1974;SRP;RP;Work#10;
X-6464;28.03.1974;PCP;RP;Work#6;
X-9958;28.03.1974;SRP;RP;Work#10;
X-2426;1.04.1974;SRP;RP;Work#5;
X-5842;1.04.1974;SRP;RP;Work#1;
X-9386;2.04.1974;SRP;RP;Work#4;
X-8665;29.03.1974;SRP;RP;Work#2;
X-7140;29.03.1974;PCP;ID;Work#2;
X-1971;27.03.1974;SRP;RP;Work#1;
X-8237;27.03.1974;PCP;RP;Work#5;
X-5059;28.03.1974;SRP;RP;Work#4;
X-4872;27.03.1974;SRP;RP;Work#8;
X-97;27.03.1974;SRP;RP;Work#6;
X-5065;27.03.1974;SRP;RP;Work#3;
X-4581;28.03.1974;SRP;RP;Work#2;
X-7468;27.03.1974;PCP;RP;Work#10;
X-5708;27.03.1974;SRP;RP;Work#5;
X-6421;27.03.1974;SRP;RP;Work#7;
X-7140;25.03.1974;PCP;RP;Work#9;
X-8471;25.03.1974;PCP;RP;Work#4;
X-5308;25.03.1974;SRP;RP;Work#3;
X-6420;25.03.1974;PCP;RP;Work#2;
X-1683;25.03.1974;SRP;RP;Work#6;
X-10877;27.03.1974;PCP;RP;Work#3;
X-5059;25.03.1974;SRP;RP;Work#1;
X-4328;26.03.1974;SRP;RP;Work#4;
X-3292;28.03.1974;PCP;ID;Work#7;
X-10440;25.03.1974;SRP;RP;Work#4;
X-5065;24.03.1974;SRP;RP;Work#5;
X-787;24.03.1974;SRP;RP;Work#7;
X-4602;24.03.1974;SRP;RP;Work#7;
X-8284;25.03.1974;PCP;RP;Work#9;
X-1751;24.03.1974;SRP;RP;Work#6;
X-1993;24.03.1974;SRP;RP;Work#2;
X-5239;25.03.1974;SRP;RP;Work#8;
X-8237;25.03.1974;PCP;RP;Work#10;
X-7221;25.03.1974;SRP;RP;Work#7;
X-396;23.03.1974;SRP;RP;Work#1;
X-7894;23.03.1974;SRP;RP;Work#7;
X-4328;23.03.1974;SRP;RP;Work#7;
X-3292;23.03.1974;PCP;RP;Work#3;
X-10877;23.03.1974;PCP;RP;Work#10;
X-9505;12.04.1974;PCP;ID;Work#9;
X-581;27.03.1974;PCP;ID;Work#2;
X-6421;24.03.1974;SRP;RP;Work#1;
X-2426;26.03.1974;SRP;RP;Work#4;
X-3795;30.03.1974;PCP;ID;Work#2;
X-8217;24.03.1974;SRP;RP;Work#2;
X-1993;22.03.1974;SRP;RP;Work#9;
X-8112;22.03.1974;SRP;RP;Work#4;
X-10440;22.03.1974;SRP;RP;Work#2;
X-307;22.03.1974;SRP;RP;Work#8;
X-4456;23.03.1974;SRP;RP;Work#4;
X-5239;22.03.1974;SRP;RP;Work#7;
X-9505;21.03.1974;PCP;RP;Work#4;
X-581;21.03.1974;PCP;RP;Work#4;
X-1751;22.03.1974;SRP;RP;Work#1;
X-6421;21.03.1974;SRP;RP;Work#7;
X-4338;21.03.1974;SRP;RP;Work#7;
X-396;21.03.1974;SRP;RP;Work#10;
X-787;22.03.1974;SRP;RP;Work#7;
X-5065;22.03.1974;SRP;RP;Work#10;
X-10440;20.03.1974;SRP;RP;Work#6;
X-8112;20.03.1974;SRP;RP;Work#8;
X-4196;21.03.1974;SRP;RP;Work#2;
X-4065;21.03.1974;SRP;RP;Work#10;
X-307;20.03.1974;SRP;RP;Work#3;
X-7221;22.03.1974;SRP;RP;Work#3;
X-1751;19.03.1974;SRP;RP;Work#2;
X-286;20.03.1974;SRP;RP;Work#4;
X-7070;19.03.1974;SRP;RP;Work#3;
X-3884;20.03.1974;SRP;RP;Work#5;
X-5249;21.03.1974;PCP;ID;Work#7;
X-7894;19.03.1974;SRP;ID;Work#9;
X-581;19.03.1974;PCP;RP;Work#5;
X-5239;19.03.1974;SRP;RP;Work#10;
X-9505;19.03.1974;PCP;RP;Work#8;
X-9940;19.03.1974;SRP;RP;Work#9;
X-2426;21.03.1974;SRP;RP;Work#6;
X-3795;19.03.1974;PCP;RP;Work#3;
X-787;19.03.1974;SRP;RP;Work#4;
X-6421;19.03.1974;SRP;RP;Work#8;
X-7221;17.03.1974;SRP;RP;Work#4;
X-4896;19.03.1974;SRP;RP;Work#5;
X-1751;17.03.1974;SRP;RP;Work#6;
X-1056;17.03.1974;SRP;RP;Work#9;
X-2040;15.03.1974;PCP;RP;Work#8;
X-3757;15.03.1974;SRP;RP;Work#7;
X-4872;15.03.1974;SRP;RP;Work#8;
X-4602;15.03.1974;SRP;RP;Work#9;
X-5249;17.03.1974;PCP;RP;Work#2;
X-7837;8.04.1974;PCP;ID;Work#2;
X-9940;16.03.1974;SRP;RP;Work#3;
X-4241;14.03.1974;SRP;RP;Work#2;
X-787;15.03.1974;SRP;RP;Work#1;
X-7221;14.03.1974;SRP;RP;Work#3;
X-6421;13.03.1974;SRP;RP;Work#3;
X-1751;13.03.1974;SRP;RP;Work#1;
X-4581;13.03.1974;SRP;RP;Work#4;
X-4733;13.03.1974;SRP;RP;Work#8;
X-5065;19.03.1974;SRP;RP;Work#7;
X-6641;21.03.1974;PCP;ID;Work#7;
X-6641;12.03.1974;PCP;RP;Work#8;
X-2040;12.03.1974;PCP;RP;Work#6;
X-7837;12.03.1974;PCP;RP;Work#4;
X-9940;12.03.1974;SRP;RP;Work#1;
X-8665;11.03.1974;SRP;RP;Work#10;
X-2825;11.03.1974;PCP;RP;Work#1;
X-787;12.03.1974;SRP;RP;Work#9;
X-2601;12.03.1974;SRP;RP;Work#1;
X-3835;11.03.1974;SRP;RP;Work#8;
X-6421;11.03.1974;SRP;RP;Work#10;
X-8280;11.03.1974;SRP;RP;Work#4;
X-2653;26.03.1974;PCP;ID;Work#7;
X-5065;11.03.1974;SRP;RP;Work#6;
X-1751;11.03.1974;SRP;RP;Work#7;
X-7879;11.03.1974;SRP;RP;Work#7;
X-7140;11.03.1974;PCP;RP;Work#2;
X-4540;10.03.1974;ENJ;ID;Work#5;
X-9749;10.03.1974;SRP;RP;Work#7;
X-2692;10.03.1974;SRP;RP;Work#6;
X-8112;10.03.1974;SRP;RP;Work#2;
X-252;20.03.1974;PCP;ID;Work#5;
X-9344;23.03.1974;PCP;ID;Work#3;
X-4733;11.03.1974;SRP;RP;Work#4;
X-3731;12.03.1974;PCP;ID;Work#4;
X-8560;15.03.1974;PCP;ID;Work#3;
X-7468;24.03.1974;PCP;ID;Work#6;
X-5239;9.03.1974;SRP;ID;Work#7;
X-2220;9.03.1974;ENJ;ID;Work#10;
X-5065;9.03.1974;SRP;RP;Work#10;
X-1751;9.03.1974;SRP;RP;Work#9;
X-6421;9.03.1974;SRP;RP;Work#6;
X-2653;9.03.1974;PCP;RP;Work#9;
X-8665;9.03.1974;SRP;RP;Work#5;
X-9005;10.03.1974;SRP;RP;Work#7;
X-8560;8.03.1974;PCP;RP;Work#8;
X-9749;8.03.1974;SRP;RP;Work#3;
X-4581;8.03.1974;SRP;RP;Work#7;
X-4328;8.03.1974;SRP;RP;Work#4;
X-1802;8.03.1974;PCP;RP;Work#1;
X-3731;8.03.1974;PCP;RP;Work#8;
X-7468;8.03.1974;PCP;RP;Work#1;
X-252;8.03.1974;PCP;RP;Work#6;
X-2915;8.03.1974;ENJ;ID;Work#7;
X-7879;9.03.1974;SRP;RP;Work#10;
X-3716;9.03.1974;SRP;RP;Work#5;
X-9958;9.03.1974;SRP;RP;Work#1;
X-396;9.03.1974;SRP;RP;Work#9;
X-8471;12.03.1974;PCP;ID;Work#2;
X-5658;7.03.1974;ENJ;ID;Work#3;
X-7111;7.03.1974;SRP;RP;Work#5;
X-727;7.03.1974;SRP;RP;Work#4;
X-9344;8.03.1974;PCP;RP;Work#2;
X-2653;7.03.1974;PCP;RP;Work#1;
X-4344;8.03.1974;SRP;RP;Work#7;
X-1683;6.03.1974;SRP;RP;Work#8;
X-4338;6.03.1974;SRP;RP;Work#8;
X-4581;6.03.1974;SRP;RP;Work#2;
X-6421;6.03.1974;SRP;RP;Work#1;
X-8471;6.03.1974;PCP;RP;Work#3;
X-1751;7.03.1974;SRP;ID;Work#8;
X-5065;6.03.1974;SRP;RP;Work#7;
X-9749;5.03.1974;SRP;ID;Work#4;
X-3983;6.03.1974;SRP;RP;Work#1;
X-9749;4.03.1974;SRP;RP;Work#7;
X-6421;4.03.1974;SRP;RP;Work#8;
X-8471;4.03.1974;PCP;RP;Work#10;
X-4581;4.03.1974;SRP;RP;Work#3;
X-9505;5.03.1974;PCP;RP;Work#8;
X-4604;5.03.1974;PCP;RP;Work#8;
X-5842;3.03.1974;SRP;RP;Work#7;
X-3394;3.03.1974;SRP;RP;Work#6;
X-790;3.03.1974;SRP;RP;Work#10;
X-9940;5.03.1974;SRP;RP;Work#1;
X-1802;5.03.1974;PCP;ID;Work#7;
X-7983;9.03.1974;PCP;RP;Work#9;
X-1683;4.03.1974;SRP;RP;Work#6;
X-9005;2.03.1974;SRP;RP;Work#2;
X-2844;2.03.1974;PCP;RP;Work#4;
X-3716;3.03.1974;SRP;RP;Work#5;
X-10953;4.03.1974;SRP;RP;Work#3;
X-128;3.03.1974;SRP;RP;Work#4;
X-5842;1.03.1974;SRP;RP;Work#7;
X-6772;1.03.1974;SRP;RP;Work#9;
X-5239;1.03.1974;SRP;RP;Work#4;
X-1683;1.03.1974;SRP;RP;Work#6;
X-1802;1.03.1974;PCP;RP;Work#9;
X-2826;3.03.1974;SRP;RP;Work#10;
X-3835;2.03.1974;SRP;RP;Work#10;
X-4604;1.03.1974;SRP;ID;Work#7;
X-1111;1.03.1974;SRP;RP;Work#10;
X-10953;2.03.1974;SRP;RP;Work#2;
X-4581;2.03.1974;SRP;RP;Work#10;
X-1751;2.03.1974;SRP;RP;Work#8;
X-5239;2.03.1974;SRP;RP;Work#9;
X-3292;2.03.1974;PCP;RP;Work#5;
X-3292;2.03.1974;PCP;ID;Work#6;
X-5842;1.03.1974;SRP;RP;Work#3;
X-4338;1.03.1974;SRP;RP;Work#2;
X-4581;1.03.1974;SRP;RP;Work#2;
X-6772;1.03.1974;SRP;RP;Work#10;
X-10953;28.02.1974;SRP;RP;Work#1;
X-5065;1.03.1974;SRP;RP;Work#2;
X-6178;2.03.1974;PCP;RP;Work#5;
X-1751;28.02.1974;SRP;RP;Work#6;
X-332;27.02.1974;SRP;RP;Work#9;
X-5239;28.02.1974;SRP;RP;Work#8;
X-6178;28.02.1974;PCP;RP;Work#7;
X-3983;27.02.1974;SRP;RP;Work#6;
X-3525;1.03.1974;PCP;RP;Work#2;
X-469;1.03.1974;SRP;RP;Work#3;
X-4147;1.03.1974;SRP;RP;Work#5;
X-7785;26.02.1974;ENJ;ID;Work#4;
X-5708;26.02.1974;SRP;RP;Work#10;
X-2392;26.02.1974;SRP;ID;Work#8;
X-3292;28.02.1974;PCP;ID;Work#3;
X-7839;8.03.1974;PCP;ID;Work#4;
X-3525;25.02.1974;PCP;RP;Work#2;
X-1751;25.02.1974;SRP;RP;Work#3;
X-5842;25.02.1974;SRP;RP;Work#8;
X-1683;26.02.1974;SRP;RP;Work#1;
X-8560;24.02.1974;PCP;RP;Work#4;
X-3835;24.02.1974;SRP;RP;Work#6;
X-2426;15.03.1974;SRP;RP;Work#5;
X-3292;24.02.1974;PCP;RP;Work#2;
X-3527;27.04.1974;SRP;RP;Work#8;
X-9344;27.02.1974;PCP;ID;Work#10;
X-7839;24.02.1974;PCP;RP;Work#7;
X-8665;3.03.1974;SRP;ID;Work#7;
X-7837;2.03.1974;PCP;ID;Work#5;
X-520;23.02.1974;SRP;RP;Work#10;
X-2519;23.02.1974;SRP;ID;Work#3;
X-3757;23.02.1974;SRP;RP;Work#7;
X-2826;22.02.1974;SRP;RP;Work#3;
X-4581;22.02.1974;SRP;RP;Work#8;
X-7839;22.02.1974;PCP;RP;Work#8;
X-4338;22.02.1974;SRP;RP;Work#6;
X-9344;22.02.1974;PCP;RP;Work#9;
X-6713;21.02.1974;SRP;RP;Work#7;
X-7837;21.02.1974;PCP;RP;Work#5;
X-520;21.02.1974;SRP;RP;Work#6;
X-2426;22.02.1974;SRP;RP;Work#8;
X-3824;20.02.1974;SRP;RP;Work#8;
X-790;20.02.1974;SRP;RP;Work#8;
X-6421;20.02.1974;SRP;RP;Work#10;
X-10953;19.02.1974;SRP;RP;Work#3;
X-1971;20.02.1974;SRP;RP;Work#4;
X-2426;20.02.1974;SRP;RP;Work#1;
X-9749;19.02.1974;SRP;RP;Work#3;
X-5239;19.02.1974;SRP;RP;Work#2;
X-6772;19.02.1974;SRP;RP;Work#6;
X-4196;19.02.1974;PCP;ID;Work#9;
X-7720;20.02.1974;SRP;RP;Work#9;
X-6713;19.02.1974;SRP;RP;Work#1;
X-4715;20.02.1974;SRP;RP;Work#6;
X-2844;18.02.1974;PCP;RP;Work#8;
X-4739;17.02.1974;SRP;RP;Work#9;
X-1222;17.02.1974;SRP;RP;Work#8;
X-3318;16.02.1974;PCP;RP;Work#4;
X-4196;16.02.1974;PCP;RP;Work#7;
X-7837;16.02.1974;PCP;RP;Work#1;
X-10537;16.02.1974;SRP;RP;Work#3;
X-1222;15.02.1974;SRP;RP;Work#6;
X-4715;15.02.1974;SRP;RP;Work#8;
X-1602;14.02.1974;ENJ;ID;Work#1;
X-10440;14.02.1974;SRP;RP;Work#1;
X-4196;14.02.1974;PCP;RP;Work#7;
X-5308;13.02.1974;SRP;RP;Work#9;
X-3525;23.02.1974;SRP;ID;Work#1;
X-1802;14.02.1974;PCP;RP;Work#7;
X-7146;12.02.1974;PCP;RP;Work#8;
X-5708;11.02.1974;SRP;RP;Work#1;
X-10953;11.02.1974;SRP;RP;Work#2;
X-8290;11.02.1974;SRP;RP;Work#9;
X-8919;11.02.1974;SRP;RP;Work#3;
X-2426;17.02.1974;SRP;RP;Work#9;
X-8985;11.02.1974;SRP;RP;Work#8;
X-10440;12.02.1974;SRP;RP;Work#1;
X-9655;10.02.1974;SRP;RP;Work#8;
X-5308;10.02.1974;SRP;RP;Work#6;
X-6713;10.02.1974;SRP;RP;Work#9;
X-9344;10.02.1974;PCP;RP;Work#5;
X-9005;10.02.1974;SRP;RP;Work#10;
X-8985;9.02.1974;SRP;RP;Work#1;
X-2426;9.02.1974;SRP;RP;Work#1;
X-3527;9.02.1974;SRP;RP;Work#6;
X-8919;9.02.1974;SRP;RP;Work#1;
X-2186;9.02.1974;SRP;RP;Work#10;
X A-4494;12.02.1974;PCP;ID;Work#4;
X-6333;11.02.1974;SRP;RP;Work#8;
X-520;8.02.1974;SRP;RP;Work#7;
X-8290;8.02.1974;SRP;RP;Work#4;
X-4456;8.02.1974;SRP;RP;Work#7;
X-9005;8.02.1974;SRP;RP;Work#9;
X-7140;17.02.1974;PCP;ID;Work#6;
X-3318;13.02.1974;SRP;ID;Work#9;
X-595;7.02.1974;SRP;RP;Work#6;
X-8919;7.02.1974;SRP;RP;Work#8;
X-2426;7.02.1974;SRP;RP;Work#8;
X A-4494;7.02.1974;PCP;RP;Work#4;
X-8985;7.02.1974;SRP;RP;Work#1;
X-3318;5.02.1974;PCP;RP;Work#1;
X-9005;5.02.1974;SRP;RP;Work#8;
X-4602;5.02.1974;SRP;RP;Work#1;
X-1971;4.02.1974;SRP;RP;Work#4;
X-97;5.02.1974;SRP;RP;Work#7;
X-7140;5.02.1974;PCP;RP;Work#7;
X-6333;6.02.1974;SRP;RP;Work#8;
X-3318;3.02.1974;PCP;RP;Work#7;
X-8985;4.02.1974;SRP;RP;Work#4;
X-4602;2.02.1974;SRP;RP;Work#9;
X-3716;2.02.1974;SRP;RP;Work#8;
X-2502;8.02.1974;PCP;ID;Work#10;
X-6333;1.02.1974;SRP;RP;Work#1;
X-7229;1.02.1974;SRP;RP;Work#4;
X-2426;3.02.1974;SRP;RP;Work#4;
X-8112;4.02.1974;SRP;RP;Work#10;
X-8560;21.02.1974;PCP;ID;Work#10;
X-790;30.01.1974;SRP;RP;Work#7;
X-2844;6.02.1974;PCP;ID;Work#2;
X-4602;29.01.1974;SRP;RP;Work#1;
X-8560;29.01.1974;PCP;RP;Work#4;
X-8112;29.01.1974;SRP;RP;Work#4;
X-2426;29.01.1974;SRP;RP;Work#7;
X-2502;29.01.1974;PCP;RP;Work#2;
X-4581;30.01.1974;SRP;RP;Work#5;
X-787;30.01.1974;SRP;RP;Work#3;
X-396;29.01.1974;SRP;RP;Work#1;
X-3525;28.01.1974;SRP;RP;Work#9;
X-790;28.01.1974;SRP;RP;Work#7;
X-1056;28.01.1974;SRP;RP;Work#5;
X-6772;28.01.1974;SRP;RP;Work#7;
X-2826;27.01.1974;SRP;RP;Work#2;
X-2426;27.01.1974;SRP;RP;Work#3;
X-2502;27.01.1974;PCP;RP;Work#5;
X-6713;28.01.1974;SRP;RP;Work#9;
X-5065;28.01.1974;SRP;RP;Work#6;
X-5308;7.02.1974;SRP;RP;Work#1;
X-3716;26.01.1974;SRP;RP;Work#8;
X-5308;1.02.1974;SRP;RP;Work#3;
X-9652;26.01.1974;ENJ;ID;Work#5;
X-9142;28.01.1974;SRP;RP;Work#9;
X-8237;25.01.1974;PCP;RP;Work#4;
X-1056;25.01.1974;SRP;RP;Work#2;
X-787;25.01.1974;SRP;RP;Work#7;
X-7146;5.02.1974;PCP;ID;Work#5;
X-5308;25.01.1974;SRP;ID;Work#5;
X-396;27.01.1974;SRP;RP;Work#9;
X-5065;25.01.1974;SRP;RP;Work#2;
X-332;26.01.1974;SRP;RP;Work#2;
X-3525;26.01.1974;SRP;RP;Work#10;
X-4338;25.01.1974;SRP;RP;Work#4;
X-7146;24.01.1974;PCP;RP;Work#5;
;23.01.1974;ENJ;ID;Work#7;
X-8919;24.01.1974;SRP;RP;Work#7;
X-10467;25.01.1974;SRP;ID;Work#10;
X-787;23.01.1974;SRP;RP;Work#6;
X-3632;22.01.1974;ENJ;ID;Work#2;
X-4344;22.01.1974;SRP;RP;Work#3;
X-332;22.01.1974;SRP;RP;Work#10;
X-6333;22.01.1974;SRP;RP;Work#5;
X-787;21.01.1974;SRP;RP;Work#4;
X-5239;21.01.1974;SRP;RP;Work#4;
X-10467;21.01.1974;SRP;RP;Work#6;
X-528;22.01.1974;SRP;RP;Work#5;
X-4604;27.02.1974;SRP;RP;Work#1;
X-4032;20.01.1974;SRP;RP;Work#5;
X-2186;20.01.1974;SRP;RP;Work#9;
X-8237;21.01.1974;PCP;ID;Work#6;
X-4604;20.01.1974;SRP;RP;Work#1;
X-2426;21.01.1974;SRP;RP;Work#10;
X-10953;19.01.1974;SRP;RP;Work#2;
X-8290;19.01.1974;SRP;RP;Work#5;
X-1971;19.01.1974;SRP;RP;Work#8;
X-6333;19.01.1974;SRP;RP;Work#1;
X-10467;19.01.1974;SRP;RP;Work#6;
X-1056;18.01.1974;SRP;RP;Work#7;
X-790;18.01.1974;SRP;RP;Work#3;
X-787;18.01.1974;SRP;RP;Work#7;
X-286;18.01.1974;SRP;RP;Work#6;
X-4338;18.01.1974;SRP;RP;Work#2;
X-9655;17.01.1974;SRP;RP;Work#7;
X-1971;16.01.1974;SRP;RP;Work#10;
X-1872;30.01.1974;PCP;ID;Work#6;
X-8237;18.01.1974;PCP;RP;Work#9;
X-4602;15.01.1974;SRP;RP;Work#6;
X-1056;15.01.1974;SRP;RP;Work#10;
X-252;16.01.1974;PCP;ID;Work#1;
X-3527;14.01.1974;SRP;RP;Work#1;
X-9344;17.01.1974;PCP;ID;Work#10;
X-8919;14.01.1974;SRP;RP;Work#1;
X-6772;14.01.1974;SRP;RP;Work#4;
X-1971;14.01.1974;SRP;RP;Work#10;
X-5059;15.01.1974;SRP;RP;Work#6;
X-4338;14.01.1974;SRP;RP;Work#6;
X-520;18.01.1974;SRP;RP;Work#6;
X-3835;14.01.1974;SRP;RP;Work#3;
X-1872;13.01.1974;PCP;RP;Work#10;
X-2212;13.01.1974;SRP;RP;Work#5;
X-9344;12.01.1974;PCP;RP;Work#3;
X-6772;12.01.1974;SRP;RP;Work#8;
X-3835;12.01.1974;SRP;RP;Work#9;
X-520;12.01.1974;SRP;RP;Work#6;
X-252;12.01.1974;PCP;RP;Work#2;
X-8919;12.01.1974;SRP;RP;Work#10;
X-7140;15.01.1974;PCP;ID;Work#9;
X-10971;13.01.1974;PCP;ID;Work#8;
X-2426;11.01.1974;SRP;RP;Work#7;
X-7837;9.01.1974;PCP;RP;Work#1;
X-4537;18.01.1974;PCP;ID;Work#7;
X-7837;19.01.1974;PCP;ID;Work#4;
X-29;8.01.1974;SRP;RP;Work#3;
X-1993;8.01.1974;SRP;RP;Work#9;
X-3835;8.01.1974;SRP;RP;Work#8;
X-6333;8.01.1974;SRP;RP;Work#4;
X-2426;8.01.1974;SRP;RP;Work#5;
X-10971;8.01.1974;PCP;RP;Work#3;
X-9655;9.01.1974;SRP;RP;Work#3;
X-8112;8.01.1974;SRP;RP;Work#9;
X-1751;7.01.1974;SRP;RP;Work#8;
X-7837;7.01.1974;PCP;RP;Work#8;
X-6772;7.01.1974;SRP;RP;Work#5;
X-1751;9.01.1974;SRP;RP;Work#3;
X-6772;9.01.1974;SRP;RP;Work#9;
X-6333;6.01.1974;SRP;RP;Work#9;
X-5842;7.01.1974;SRP;RP;Work#6;
X-9344;6.01.1974;PCP;RP;Work#6;
X-10971;6.01.1974;PCP;RP;Work#10;
X-4537;7.01.1974;PCP;RP;Work#3;
X-3835;6.01.1974;SRP;RP;Work#3;
X-5117;6.01.1974;SRP;RP;Work#7;
X-6641;6.01.1974;PCP;ID;Work#7;
X-8112;6.01.1974;SRP;RP;Work#5;
X-10467;7.01.1974;SRP;RP;Work#1;
X-2212;4.01.1974;SRP;RP;Work#5;
X-4338;4.01.1974;SRP;RP;Work#5;
X-4602;4.01.1974;SRP;RP;Work#9;
X-469;3.01.1974;SRP;RP;Work#6;
X-2426;4.01.1974;SRP;RP;Work#7;
X-520;4.01.1974;SRP;RP;Work#6;
X-8112;3.01.1974;SRP;RP;Work#2;
X-6641;2.01.1974;PCP;RP;Work#6;
X-1111;2.01.1974;SRP;RP;Work#6;
X-3896;2.01.1974;SRP;RP;Work#6;
X-1971;3.01.1974;SRP;RP;Work#4;
X-286;2.01.1974;SRP;RP;Work#10;
X-8556;1.01.1974;SRP;RP;Work#9;
X-2653;19.01.1974;PCP;ID;Work#1;
X-9749;1.01.1974;SRP;RP;Work#7;
X-9617;2.01.1974;SRP;RP;Work#2;
X-3835;3.01.1974;SRP;RP;Work#4;
X-7111;11.01.1974;SRP;ID;Work#8;
X-8112;31.12.1973;SRP;RP;Work#10;
X-4602;31.12.1973;SRP;RP;Work#3;
X-595;31.12.1973;SRP;RP;Work#10;
X-5708;31.12.1973;SRP;RP;Work#10;
X-1683;3.01.1974;SRP;RP;Work#8;
X-8280;31.12.1973;SRP;RP;Work#7;
X-9344;31.12.1973;PCP;RP;Work#7;
X-7111;31.12.1973;SRP;RP;Work#8;
X-2186;30.12.1973;SRP;RP;Work#2;
X-790;30.12.1973;SRP;RP;Work#8;
X-286;30.12.1973;SRP;RP;Work#4;
X-2653;30.12.1973;PCP;RP;Work#6;
X-8556;30.12.1973;SRP;RP;Work#6;
X-10971;3.01.1974;PCP;ID;Work#8;
X-2844;29.12.1973;PCP;RP;Work#1;
X-955;28.12.1973;SRP;RP;Work#4;
X-4480;28.12.1973;SRP;RP;Work#8;
X-7837;28.12.1973;PCP;RP;Work#2;
X-286;28.12.1973;SRP;RP;Work#1;
X-2653;28.12.1973;PCP;RP;Work#9;
X-8556;28.12.1973;SRP;RP;Work#3;
X-2844;27.12.1973;PCP;RP;Work#5;
X-10971;27.12.1973;PCP;RP;Work#9;
X-7146;27.12.1973;PCP;RP;Work#10;
X-2212;27.12.1973;SRP;RP;Work#5;
X-10939;4.01.1974;PCP;ID;Work#8;
X-8556;26.12.1973;SRP;RP;Work#1;
X-4480;26.12.1973;SRP;RP;Work#5;
X-4338;25.12.1973;SRP;RP;Work#2;
X-1683;25.12.1973;SRP;RP;Work#7;
X-10939;25.12.1973;PCP;RP;Work#5;
X-1111;30.12.1973;SRP;RP;Work#5;
X-4190;26.12.1973;SRP;RP;Work#9;
X-286;24.12.1973;SRP;RP;Work#8;
X-9142;24.12.1973;SRP;RP;Work#7;
X-955;24.12.1973;SRP;RP;Work#10;
X-8421;28.12.1973;SRP;ID;Work#8;
X-5239;25.12.1973;SRP;RP;Work#9;
X-6499;20.01.1974;PCP;ID;Work#10;
X-8237;13.01.1974;PCP;ID;Work#8;
X-3202;24.12.1973;SRP;RP;Work#3;
X-29;23.12.1973;SRP;RP;Work#4;
X-7454;23.12.1973;SRP;RP;Work#8;
X-4032;23.12.1973;SRP;RP;Work#4;
X-1111;23.12.1973;SRP;RP;Work#1;
X-6178;23.12.1973;PCP;RP;Work#1;
X-6333;4.01.1974;SRP;RP;Work#4;
X-8237;22.12.1973;PCP;RP;Work#2;
X-6499;22.12.1973;PCP;RP;Work#8;
X-2684;22.12.1973;SRP;RP;Work#9;
X-5239;22.12.1973;SRP;RP;Work#10;
X-727;21.12.1973;SRP;RP;Work#5;
X-5751;21.12.1973;PCP;RP;Work#9;
X-3292;21.12.1973;PCP;RP;Work#9;
X-4604;21.12.1973;SRP;RP;Work#1;
X-2692;21.12.1973;SRP;RP;Work#1;
X-2844;22.12.1973;PCP;ID;Work#2;
X-6499;20.12.1973;PCP;RP;Work#7;
X-6732;20.12.1973;SRP;RP;Work#5;
X-6333;21.12.1973;SRP;RP;Work#10;
X-787;21.12.1973;SRP;RP;Work#8;
X-3525;21.12.1973;SRP;RP;Work#4;
X-2212;22.12.1973;SRP;RP;Work#3;
X-7146;24.12.1973;PCP;ID;Work#4;
X-5239;19.12.1973;SRP;RP;Work#2;
X-787;18.12.1973;SRP;RP;Work#3;
X-4241;19.12.1973;SRP;RP;Work#4;
X-3983;19.12.1973;SRP;RP;Work#1;
X-2844;19.12.1973;PCP;RP;Work#1;
X-8560;1.01.1974;PCP;ID;Work#9;
X-7146;19.12.1973;PCP;RP;Work#5;
X-4896;17.12.1973;SRP;RP;Work#9;
X-6421;29.12.1973;SRP;RP;Work#5;
X-3896;18.12.1973;SRP;RP;Work#3;
X-286;16.12.1973;SRP;RP;Work#3;
X-8560;16.12.1973;PCP;RP;Work#7;
X-2826;17.12.1973;SRP;RP;Work#1;
X-5239;17.12.1973;SRP;RP;Work#10;
X-6333;18.12.1973;SRP;RP;Work#5;
X-787;16.12.1973;SRP;RP;Work#8;
X-5751;18.12.1973;PCP;ID;Work#7;
X-483;14.12.1973;SRP;RP;Work#4;
X-8560;14.12.1973;PCP;RP;Work#2;
X-5059;16.12.1973;SRP;RP;Work#6;
X-5842;14.12.1973;SRP;RP;Work#8;
X-6421;15.12.1973;SRP;RP;Work#3;
X-3292;13.12.1973;PCP;RP;Work#3;
X-3795;14.01.1974;PCP;ID;Work#5;
X-8985;17.01.1974;SRP;ID;Work#8;
X-7894;17.12.1973;SRP;RP;Work#9;
X-5751;14.12.1973;PCP;RP;Work#10;
X-8985;11.12.1973;SRP;RP;Work#4;
X-3525;16.12.1973;SRP;RP;Work#5;
X-2212;15.12.1973;SRP;RP;Work#1;
X-8280;15.12.1973;SRP;RP;Work#5;
X-5065;29.12.1973;SRP;ID;Work#3;
X-3795;11.12.1973;PCP;RP;Work#3;
X-332;16.12.1973;SRP;RP;Work#10;
X-4872;11.12.1973;SRP;RP;Work#3;
X-3716;12.12.1973;SRP;RP;Work#2;
X-9029;12.12.1973;SRP;RP;Work#8;
